COSMOPOLITANISM: ETHICS IN WORLD OF STRANGERS (P)	APPIAH	Political Science	9780393329339	POLS B327	1	11.25	15.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780393329339.jpg
Human Condition 2nd X Edition	Arendt	Political Science	9780226586601	POLS B327	1	14.25	20.25	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780226586601.jpg
Power and Powerlessness	Gaventa	Political Science	9780252009853	POLS B354	1	19.75	28	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780252009853.jpg
Families as They Really Are 2 Edition	Risman	Sociology	9780393937671	SOCL B217	1	40.25	57.5	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780393937671.jpg
LEARNING FROM STRANGERS (P)	WEISS	Sociology	9780684823126	SOCL B217	1	11.5	16.25	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780684823126.jpg
TWITTER & TEAR GAS (P)	TUFEKCI	Sociology	9780300234176	SOCL B256	1	9	13	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780300234176.jpg
WHAT IS A SOCIAL MOVEMENT? (P)	JOHNSTON	Sociology	9780745660851	SOCL B256	1	14	19.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780745660851.jpg
Branding of Right-Wing Activism	Costley White	Sociology	9780190879327	SOCL B256	1	17.75	25.25	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780190879327.jpg
WRITING FOR SOCIAL SCIENTISTS (P)	BECKER	Sociology	9780226041322	SOCL B303	1	7.75	11	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780226041322.jpg
Strangers in Their Own Land	Hochschild	Sociology	9781620973493	SOCL B303	1	10.25	14.5	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781620973493.jpg
SALSA DANCING INTO THE SOCIAL SCIENCES (P)	LUKER	Sociology	9780674048218	SOCL B303	1	15.5	22	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780674048218.jpg
BODY & SOUL (P)	WACQUANT	Sociology	9780195305623	SOCL B303	1	15.5	21.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780195305623.jpg
POWER (P) 2ND Edition	LUKES	Sociology	9780333420928	SOCL B398	1	29.5	41.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780333420928.jpg
Strangers in Their Own Land	Hochschild	Sociology	9781620973493	SOCL B398	1	10.25	14.5	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781620973493.jpg
EXPLORACIONES (W/ILRN ACCESS CODE) (P)	BLITT	Spanish	9781305252479	SPAN B002	1	-1	160.75	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781305252479.jpg
CRONICA DE UNA MUERTE ANUNCIADA (P)	MARQUEZ	Spanish	9781400034956	SPAN B120	1	8	11.25	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781400034956.jpg
LA MUERTE Y LA DONCELLA	DORFMAN	Spanish	9781583220788	SPAN B120	1	8.5	12	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781583220788.jpg
FICCIONES ( VINTAGE ESPANOL ) (P)	BORGES	Spanish	9780307950925	SPAN B211	1	8.5	12	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780307950925.jpg
El Aleph	Borges	Spanish	9780307950949	SPAN B211	1	9	13	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780307950949.jpg
Antologia Poetica 1923-1977 ( Libro de Bolsillo #8 )	Borges	Spanish	9788420633183	SPAN B211	1	8.5	11.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9788420633183.jpg
El libro de arena	Borges	Spanish	9788499089522	SPAN B211	1	17.75	25.25	Spring 2019	-1
SAND CHILD (TRANS SHERIDAN) (P)	JELLOUN	Spanish	9780801864407	SPAN B211	0	16.25	22.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780801864407.jpg
INTRODUCCION A LA LINGUISTICA HISPANICA	HUALDE	Spanish	9780521513982	SPAN B216	1	59.5	84.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780521513982.jpg
Concierto Barroco	Carpentier	Spanish	9781496038814	SPAN B351	1	7.75	10.99	Spring 2019	-1
CUBA LIBRE (P)	EISNER	Spanish	9780742566705	SPAN B351	1	24.5	35	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780742566705.jpg
La Neblina del Ayer	Padura	Spanish	9788483837214	SPAN B351	1	17	23.95	Spring 2019	-1
THEY SAY / I SAY (P)	GRAFF	Writing Program	9780393631678	WRIT B190	1	19.25	27.5	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780393631678.jpg
GRAMMAR CHOICES FOR GRADUATE & PROFESSIONAL WRITERS (P)	CAPLAN	Writing Program	9780472035014	WRIT B244	1	18.25	25.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780472035014.jpg
Dear Friend, from My Life I Write to You in Your Life	Li	Writing Program	9780399589102	WRIT B244	1	9	13	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780399589102.jpg
STATISTICS FOR SOCIAL WORKERS (P) 8TH Edition	WEINBACH	Social Work & Social Research	2900205739874	SOWK B504	1	28	-1	Spring 2019	-1
STATISTICS FOR SOCIAL WORKERS (P) 9TH Edition	WEINBACH	Social Work & Social Research	9780205867035	SOWK B504	1	107.5	153.5	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780205867035.jpg
SOCIAL WORKER AS MANAGER (W/OUT ACCESS CODE) (P)	WEINBACH	Social Work & Social Research	9780205957910	SOWK B558	1	78.75	112.5	Spring 2019	-1
SOCIAL WORKER AS MANAGER (W/ETEXT ACCESS)	WEINBACH	Social Work & Social Research	9780133909081	SOWK B558	1	-1	139.25	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780133909081.jpg
Clinical Work with Substance-Abusing Clients	Straussner	Social Work & Social Research	9781462512690	SOWK B567	1	39.25	56	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781462512690.jpg
LOST CHILDREN OF WILDER (P)	BERNSTEIN	Social Work & Social Research	9780679758341	SOWK B574	1	10.75	15.5	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780679758341.jpg
HEROES OF THEIR OWN LIVES (P)	GORDON	Social Work & Social Research	9780252070792	SOWK B574	1	14.75	21	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780252070792.jpg
STRATEGIES FOR WORK WITH INVOLUNTARY CLIENTS (P)	ROONEY	Social Work & Social Research	9780231133197	SOWK B574	1	35	50	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780231133197.jpg
PHILOSOPHY, THEORY AND METHODS OF J. L. MORENO	NOLTE	Social Work & Social Research	9780415702874	SOWK B586	1	119	170	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780415702874.jpg
LIVING STAGE	DAYTON	Social Work & Social Research	9780757302121	SOWK B586	1	12.75	18	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780757302121.jpg
Healing World Trauma with the Therapeutic Spiral Model	Hudgins	Social Work & Social Research	9781849059237	SOWK B586A	1	30.25	42.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781849059237.jpg
American Therapy : The Rise of Psychotherapy in the United States	Engel	Social Work & Social Research	9781592404919	SOWK B588	1	10.25	14.5	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781592404919.jpg
EVENT HISTORY & SURVIVAL ANALYSIS (P)	ALLISON	Social Work & Social Research	9781412997706	SOWK B683	1	15.5	22	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781412997706.jpg
PRINCIPAL COMPONENTS ANALYSIS (P)	DUNTEMAN	Social Work & Social Research	9780803931046	SOWK B683	1	15.5	22	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780803931046.jpg
UNDERSTANDING REGRESSION ASSUMPTIONS (P)	BERRY	Social Work & Social Research	9780803942639	SOWK B683	1	15.5	22	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780803942639.jpg
RIGHTEOUS DOPEFIEND	BOURGOIS	Anthropology	9780520254985	ANTH B102 001	1	24.5	34.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780520254985.jpg
TROBRIANDERS OF PAPUA NEW GUINEA	WEINER	Anthropology	9780030119194	ANTH B102 001	1	42.75	60.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780030119194.jpg
HOLD LIFE HAS	ALLEN	Anthropology	9781588340320	ANTH B102 001	1	12.5	17.75	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781588340320.jpg
RIGHTEOUS DOPEFIEND	BOURGOIS	Anthropology	9780520254985	ANTH B102 002	1	24.5	34.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780520254985.jpg
ZENANA 	RING	Anthropology	9780253218841	ANTH B102 002	1	14	20	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780253218841.jpg
VOYAGES: FROM TONGAN VILLAGES TO AMERICAN SUBURBS (REV)	SMALL	Anthropology	9780801477393	ANTH B102 002	1	14.75	21	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780801477393.jpg
BOTTLENECK 	MELLY	Anthropology	9780226488905	ANTH B202	1	19	27	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780226488905.jpg
EAST AFRICAN HIP HOP	NTARANGWI	Anthropology	9780252076534	ANTH B202	1	15.5	22	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780252076534.jpg
Patterns in Circulation	Sylvanus	Anthropology	9780226397221	ANTH B202	1	19	27	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780226397221.jpg
ARCHAEOLOGICAL THEORY	JOHNSON	Anthropology	9781405100151	ANTH B220	1	35	49.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781405100151.jpg
INTRO TO FORENSIC ANTHROPOLOGY	BYERS	Anthropology	9780205790128	ANTH B234	1	115.5	165	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780205790128.jpg
HARD EVIDENCE: CASE STUDIES IN FORENSIC ANTHROPOLOGY	STEADMAN	Anthropology	9780136050735	ANTH B234	1	61	86.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780136050735.jpg
Zapotec Civilization: How Urban Society Evolved	Marcus	Anthropology	2900500050780	ANTH B259	1	74	-1	Spring 2019	-1
THREADS	COLLINS	Anthropology	9780226113722	ANTH B301	1	19.75	28	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780226113722.jpg
GLOBAL HEARTLAND	MIRAFTAB	Anthropology	9780253019349	ANTH B301	1	19	27	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780253019349.jpg
LITTLE MOGADISHU	CARRIER	Anthropology	9780190646202	ANTH B301	1	22.5	31.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780190646202.jpg
LAND'S END	LI	Anthropology	9780822357056	ANTH B301	1	17.5	24.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780822357056.jpg
Downwardly Global	Ameeriar	Anthropology	9780822363163	ANTH B301	1	17.5	24.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780822363163.jpg
Palma Africana	Taussig, Michael	Anthropology	9780226516134	ANTH B301	1	15.75	22.5	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780226516134.jpg
MUSHROOM AT THE END OF THE WORLD	TSING	Anthropology	9780691178325	ANTH B301	1	11.25	16	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780691178325.jpg
Art and Archaeology of Ancient Greece	Barringer	Classical & Near Eastern Arch	9780521171809	ARCH B102	1	70	99.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780521171809.jpg
HISTORY OF ROMAN ART: ENHANCED ED	KLEINER	Classical & Near Eastern Arch	9780495909873	ARCH B102	1	39	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780495909873.jpg
ROMAN ART (W/OUT MYSEARCHLAB ACCESS CODE)	RAMAGE	Classical & Near Eastern Arch	9780205988952	ARCH B206	1	95.25	135.75	Spring 2019	-1
ART IN HELLENISTIC AGE	POLLITT	Classical & Near Eastern Arch	9780521276726	ARCH B206	1	44.25	62.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780521276726.jpg
Coursepack - ARCH B206		Classical & Near Eastern Arch	CP-ARCH206	ARCH B206	1	-1	31.5	Spring 2019	-1
Coursepack-ARCH B303		Classical & Near Eastern Arch	CP-ARCH303	ARCH B303	1	-1	43	Spring 2019	-1
ARCHAEOLOGY OF ATHENS	CAMP	Classical & Near Eastern Arch	9780300101515	ARCH B305	1	24.5	35	Spring 2019	-1
ACROPOLIS IN THE AGE OF PERICLES (W/CD)	HURWIT	Classical & Near Eastern Arch	9780521527408	ARCH B305	1	28.75	40.99	Spring 2019	-1
ARCHAEOLOGY OF ATHENS	CAMP	Classical & Near Eastern Arch	9780300101515	ARCH B505	1	24.5	35	Spring 2019	-1
ACROPOLIS IN THE AGE OF PERICLES (W/CD)	HURWIT	Classical & Near Eastern Arch	9780521527408	ARCH B505	1	28.75	40.99	Spring 2019	-1
Athenian Acropolis	Hurwit	Classical & Near Eastern Arch	9780521428347	ARCH B505	0	-1	-1	Spring 2019	-1
LARAMIE PROJECT & THE LARAMIE PROJECT: TEN YEARS LATER	KAUFMAN	Theater - Arts Program	9780804170390	ARTT B351	1	8.5	12	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780804170390.jpg
ACTIONS: ACTORS' THESAURUS	CALDERONE	Theater - Arts Program	9780896762527	ARTT B351	1	12.75	18	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780896762527.jpg
Human Physiology : An Integrated Approach	Silverthorn	Biology	9780321981226	BIOL B102	1	89	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780321981226.jpg
CAMPBELL BIOLOGY (W/OUT MASTERINGBIOLOGY ACCESS) 10TH Edition	REECE	Biology	9780321775658	BIOL B111 001	1	54	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780321775658.jpg
CAMPBELL BIOLOGY (W/OUT MASTERINGBIOLOGY ACCESS) 11TH Edition	URRY	Biology	9780134093413	BIOL B111 001	1	136.5	194.75	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780134093413.jpg
CAMPBELL BIOLOGY (W/OUT MASTERINGBIOLOGY ACCESS) 10TH Edition	REECE	Biology	9780321775658	BIOL B111 002	1	54	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780321775658.jpg
CAMPBELL BIOLOGY (W/OUT MASTERINGBIOLOGY ACCESS) 11TH Edition	URRY	Biology	9780134093413	BIOL B111 002	1	136.5	194.75	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780134093413.jpg
PYTHON PROGRAMMING	ZELLE	Biology	9781590282410	BIOL B115	1	31.5	45	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781590282410.jpg
CURRENT CONTROVERSIES IN THE BIOLOGICAL SCIENCES	GREIF	Biology	9780262572392	BIOL B210	1	18	35	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780262572392.jpg
ANALYSIS OF BIOLOGICAL DATA	WHITLOCK	Biology	9781936221486	BIOL B215	1	86.75	123.75	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781936221486.jpg
RAVEN BIOLOGY OF PLANTS	EVERT	Biology	9781429219617	BIOL B225	1	134.5	192	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781429219617.jpg
EVOLUTION	ZIMMER	Biology	9781936221363	BIOL B236	0	10	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781936221363.jpg
EVOLUTION	ZIMMER	Biology	9781936221172	BIOL B236	0	10	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781936221363.jpg
PRESCOTT'S MICROBIOLOGY	WILLEY	Biology	9780073402406	BIOL B255	1	30	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780073402406.jpg
Human Physiology (access card with MasteringA&P and etext)	Silverthorn	Biology	9780134714813	BIOL B303	1	-1	131.75	Spring 2019	-1
Writing in the Biological Sciences	Hofmann	Biology	9780190852191	BIOL B305	1	24.5	34.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780190852191.jpg
BIOCHEMISTRY	BERG	Biology	9781429229364	BIOL B354	0	62	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781429229364.jpg
Writing in the Biological Sciences	Hofmann	Biology	9780190852191	BIOL B371	1	24.5	34.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780190852191.jpg
MOLECULAR BIOLOGY	COX	Biology	9781464126147	BIOL B376	0	-1	105	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781464126147.jpg
CITY READER (ED LEGATES, STOUT)	LEGATES	Growth and Structure of Cities	9780415556651	CITY B190	1	21	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780415556651.jpg
INVISIBLE CITIES	CALVINO	Growth and Structure of Cities	9780156453806	CITY B190	1	8.5	12	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780156453806.jpg
GIS Fundamentals: A First Text on Geographic Information Systems	Bolstad	Growth and Structure of Cities	9781506695877	CITY B201	1	27.75	32	Spring 2019	-1
STATISTICS FOR PEOPLE WHO (THINK THEY) HATE STAT (TEXT O	SALKIND	Growth and Structure of Cities	9781452277714	CITY B217	1	22	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781452277714.jpg
SOCIAL RESEARCH METHODS	BRYMAN	Growth and Structure of Cities	9780199689453	CITY B217	0	59.5	84.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780199689453.jpg
Study Guide to Accompany STATISTICS FOR PEOPLE WHO (THINK THEY) HATE STATISTICS(S	SALKIND	Growth and Structure of Cities	9781483351513	CITY B217	0	26	37	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781483351513.jpg
SALSA DANCING INTO THE SOCIAL SCIENCES	LUKER	Growth and Structure of Cities	9780674048218	CITY B217	0	15.5	22	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780674048218.jpg
RESEARCH DESIGN	LEAVY	Growth and Structure of Cities	9781462514380	CITY B217	0	31.5	45	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781462514380.jpg
WRETCHED OF THE EARTH (NEW TRANS PHILCOX)	FANON	Growth and Structure of Cities	9780802141323	CITY B229	1	9	13	Spring 2019	-1
REPRODUCING EMPIRE	BRIGGS	Growth and Structure of Cities	9780520232587	CITY B229	1	21	29.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780520232587.jpg
Belfast	Maguire	Growth and Structure of Cities	9781859361894	CITY B229	1	15.5	21.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781859361894.jpg
GIS 20 : Essential Skills	Clemmer	Growth and Structure of Cities	9781589485129	CITY B328	1	28	40	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781589485129.jpg
TRANSFORMING PARIS	JORDAN	Growth and Structure of Cities	9780226410388	CITY B332	1	13.5	19	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780226410388.jpg
TRANSFORMING PARIS	JORDAN	Growth and Structure of Cities	9780029165317	CITY B332	1	14	-1	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780029165317.jpg
IN SEARCH OF PARADISE	ZHANG	Growth and Structure of Cities	9780801475627	CITY B337	1	17.5	24.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780801475627.jpg
Great Urban Transformation	Hsing	Growth and Structure of Cities	9780199644599	CITY B337	1	32.25	45.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780199644599.jpg
Planning for Growth	Wu	Growth and Structure of Cities	9780415814423	CITY B337	1	35.75	50.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780415814423.jpg
Remaking Chinese Urban Form	Lu	Growth and Structure of Cities	9780415665698	CITY B337	0	31.5	44.95	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780415665698.jpg
URBANISM IN THE AGE OF CLIMATE CHANGE	CALTHORPE	Growth and Structure of Cities	9781597267212	CITY B345	1	20.25	29	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781597267205.gif
Sustainability in the Global City : Myth and Practice	Isenhour	Growth and Structure of Cities	9781107431720	CITY B345	1	25.25	35.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9781107431720.jpg
INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 2)	YAO	Chinese	9780887276705	CNSE B002	1	42	59.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780887276705.jpg
INTEGRATED CHINESE: SIMP CHAR (LVL 1:PT 2)(WKBK)	YAO	Chinese	9780887276743	CNSE B002	1	20.5	28.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780887276743.jpg
INTEGRATED CHINESE: TRAD & SIMP CHAR (LVL 1:PT 2)(WKBK)	YAO	Chinese	9780887276767	CNSE B002	1	17.5	24.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780887276767.jpg
INTEGRATED CHINESE: SIMP & TRAD (LVL 2:PT 1)	YAO	Chinese	9780887276798	CNSE B004	1	44.25	62.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780887276798.jpg
INTEGRATED CHINESE: SIMP & TRAD (LVL 2:PT 1)(WKBK)	YAO	Chinese	9780887276835	CNSE B004	1	22.5	31.99	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780887276835.jpg
GOLDEN ASS	APULEIUS	Classical Studies	9780872208872	CSTS B242	1	10	14	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780872208872.jpg
GREEK MAGICAL PAPYRI IN TRANSLATION	BETZ	Classical Studies	9780226044477	CSTS B242	1	30.25	43	Spring 2019	https://bookshop.brynmawr.edu/sites/bookshop.brynmawr.edu/files/imagecache/product_list/isbn_images/9780226044477.jpg
